product_ID,product_name,EOQ,ROP,Safety_Stock
16289,Smart Air Purifier,474.59713709840855,1720474.6518472503,151126.6518472503
16294,Digital Thermostat,830.0012733593428,1951674.1804715395,154523.18047153958
16317,Bamboo Charcoal Air Purifier Bags,744.740183790618,247436.92857434807,85246.92857434807
16381,Multicolored LED Strip Lights,2548.6732850517574,1990993.6087742965,144093.60877429644
16393,Air Purifier,216.18631828514904,598967.9083466256,176477.90834662566
16420,Window Blinds,436.0785181075333,1605626.5521712934,161101.5521712935
16422,USB Desk Fan,2228.7276714422064,165502.2147077777,55807.2147077777
16429,Suction Cup Hooks,421.42613163739594,1252654.6398360129,157846.63983601297
17008,Adjustable Stand for Tablets and Smartphones,540.4141028405949,167087.31991800648,78923.31991800648
17043,Portable Projector,1688.0460858329416,1482170.6518472503,151126.6518472503
17052,Wireless Charging Station,497.2005864411609,1894458.6818255186,173511.68182551858
17066,High-Speed HDMI Cable,752.5617398131902,1279748.7848976997,54551.2848976997
17132,Video Camera,871.6823602594429,1037886.6509088047,80696.65090880478
17238,Drone,740.5396822116397,599429.7432106395,132847.74321063946
17281,Wireless Induction Charger,173.42074482229413,315205.19999999995,136699.19999999998
17291,Smartphone Projector,2494.2963451884484,1477394.7432106393,132847.74321063946
17307,Multi-Function Smartphone Holder,601.7326856964327,1755633.7432106393,132847.74321063946
17343,Portable Solar Phone Charger,972.0649920258896,131368.6208685174,64440.6208685174
17426,Solar Power Bank,497.7231022337263,123318.4,45566.4
18009,Cranberry Almond Cookies,815.2863580575985,475946.80438714824,72046.80438714822
18076,Jalapeño Cornbread,956.2429167057194,1342415.1355431208,160741.63554312088
18171,Garlic Naan Bread,1066.4834432251478,595871.3625404936,120557.36254049356
18222,Almond Flour Biscuits,1640.130875317615,1416371.7405168377,426146.7405168377
18241,Rustic Italian Bread,1884.506986491643,1337806.0771124428,140445.07711244278
18256,Cinnamon Rolls,491.4151909621814,1139536.7432106393,132847.74321063946
18278,Cranberry Almond Biscotti,472.93386559971884,510387.18033569434,184837.18033569434
18382,Peanut Butter Cookies,844.6889311161318,1761809.9916383023,164291.9916383023
18419,Almond Flour Cookies,728.308612864985,1495915.0114799659,147652.01147996596
18432,Chocolate Raspberry Tart,571.9133382427968,1185502.0771124428,140445.07711244278
18464,Classic Bagels,449.3279925447866,495080.0771124428,140445.07711244278
19010,Wireless Gaming Headset,169.36164302910603,160154.42941555538,111614.4294155554
19367,Wireless Gaming Mouse,418.96412208519166,404197.36254049354,120557.36254049356
19394,Wireless Game Controller,504.1358503411409,1210457.9083466257,176477.90834662566
20011,Pasta Primavera,944.2361673793857,780503.8653199335,5253.865319933506
20099,Nordic Berry Smoothie,585.3242332941637,1644887.9916383023,164291.9916383023
20146,Pepperoni Pizza Roll-Ups,547.0400323218773,470113.19999999995,136699.19999999998
20158,Cauliflower Gnocchi,880.4584488162775,980827.0002359502,265494.2502359502
20169,Vegetable Lasagna,672.183121344145,277252.6208685174,64440.6208685174
20172,Pumpkin Ice Cream,352.92125528947275,298259.0771124428,140445.07711244278
20181,Vegan Tacos,557.2344893636084,1640581.2,136699.19999999998
20184,Sweet Potato Fries,532.473374005435,1921397.9916383023,164291.9916383023
20192,Frozen Berry Blend,496.6934341741181,2152487.1804715395,154523.18047153958
20221,Berry Smoothie Mix,309.0757887603255,334298.4294155554,111614.4294155554
20248,Roasted Vegetable Medley,436.9273510413016,110996.4,45566.4
20327,Butternut Squash Ravioli,701.3837772394368,326726.80438714824,72046.80438714822
20349,Vegetable Pizza Rolls,519.1110246536226,473886.9313027761,96660.9313027761
20392,Crispy Onion Rings,96.67620631982122,158655.98138208713,116171.98138208713
20397,Frozen Mixed Berries,511.90450890766385,295260.9285743481,85246.92857434807
20403,Frozen Chicken Nuggets,435.24932810606936,590385.9813820871,116171.98138208713
20407,Cauliflower Pizza Crust,422.60316473871217,62436.3104342587,32220.3104342587
21012,Sliced Olives,400.1910990776463,142758.4,45566.4
21023,Buffalo Sauce,452.1160959846958,1569033.6087742965,144093.60877429644
21041,Balsamic Fig Dressing,740.8896967940498,959009.2417370348,128881.2417370348
21051,Mango Chutney,878.3204806790545,2069675.9413543553,14069.94135435539
21067,Teriyaki Stir-Fry Sauce,799.4993130089932,366267.34615704376,136878.34615704376
21100,Tomatillo Salsa,219.28978270972883,325585.2417370348,128881.2417370348
21133,Ranch Dressing,216.9934562104892,86231.80438714822,72046.80438714822
21142,Vegetarian Stir Fry Sauce,573.9975507685268,982065.2417370348,128881.2417370348
21145,Avocado Oil Mayo,412.70838189121196,877685.9813820871,116171.98138208713
21155,Caramel Sauce,1149.2663095569985,742295.8253506115,11487.075350611442
21168,Roasted Garlic,413.91663910379845,743839.2,136699.19999999998
21178,Spicy BBQ Sauce,267.27753641346413,74272.4,45566.4
21213,Maple Chipotle Glaze,817.5509392065832,608982.8,40246.799999999996
21225,Honey,435.59641242013373,691622.7716648835,115791.77166488342
21229,Salsa Verde,378.4839739939569,882054.6518472503,151126.6518472503
21285,Apricot Jam,7449.0570345665465,1776244.6518472503,151126.6518472503
21293,Peanut Butter,628.2732530949247,1229278.0771124428,140445.07711244278
21304,Thai Coconut Curry Sauce,458.0016534887759,1180448.0771124428,140445.07711244278
21336,Poppy Seed Dressing,786.9210520709479,723708.9313027761,96660.9313027761
21361,Olive Oil,350.50235649930505,1198146.644123333,167421.64412333313
21369,Creamy Garlic Dressing,1953.9088127577309,759335.3625404936,120557.36254049356
21388,Mediterranean Olives,251.4070005484569,330843.725721517,124788.72572151701
21400,Tahini,477.3108740622659,294585.74321063946,132847.74321063946
21428,Chili Garlic Sauce,390.2547932848691,483108.8,91132.8
21438,Balsamic Vinegar,289.84356688506506,729499.011479966,147652.01147996596
21452,Organic Tomato Ketchup,745.9737263198418,586452.8,91132.8
22014,Dog Walking Waist Pack,365.02455630956314,597974.4294155554,111614.4294155554
22019,Pet Nail Clipper,686.7863390962531,275944.6208685174,64440.6208685174
22068,Pet Carrier Backpack,1281.8212632991622,1786912.0114799659,147652.01147996596
22098,Pet Grooming Brush,2142.3993043163027,1559422.0771124428,140445.07711244278
22147,Adjustable Pet Feeder,261.2041309856682,173729.31991800648,78923.31991800648
22191,Pet Hair Vacuum Attachment,253.82309059501472,706150.639836013,157846.63983601297
22218,Adjustable Dog Harness,340.51324423018315,304511.3199180065,78923.31991800648
22237,Pet Safety Harness,576.9865379009193,608682.402640103,80462.652640103
22260,Pet Water Fountain,4732.747891691466,1776973.6087742965,144093.60877429644
22261,Pet Grooming Glove,461.08126056348794,459137.3199180065,78923.31991800648
22425,Biodegradable Dog Waste Bags,403.1043803141749,209006.12108953958,11742.62108953959
22431,Dog Training Clicker,422.9282632487657,869137.3625404936,120557.36254049356
22455,Pet Hair Removal Brush,575.4789268266312,348775.19999999995,136699.19999999998
22461,Pet Training Pads,111.79945389836894,35541.3104342587,32220.3104342587
23016,Aged White Cheddar Popcorn,352.563754357267,809014.639836013,157846.63983601297
23071,Nutty Trail Mix,466.30944951750286,316487.36254049354,120557.36254049356
23075,Pineapple Coconut Bars,1013.4330794238181,242628.4,45566.4
23096,Blue Corn Tortilla Chips,279.90484663333297,304116.8,91132.8
23105,Crispy Kale Chips,470.9184883806458,1127894.0771124428,140445.07711244278
23115,Puffed Rice Cake,300.0613482774474,572619.0771124428,140445.07711244278
23118,Chocolate Chip Energy Balls,579.2539927334913,1168833.725721517,124788.72572151701
23154,Peanut Butter Pretzel Bites,845.9166377795013,1882309.4022261377,118959.40222613762
23189,Spinach Artichoke Dip,145.38901631206664,232593.9916383023,164291.9916383023
23233,Organic Quinoa Chips,278.57978270961365,225267.98138208713,116171.98138208713
23242,Kettle Corn Popcorn,469.4228743713535,1415426.5521712934,161101.5521712935
23252,Honey Wheat Pretzels,376.29513064714695,219268.92857434807,85246.92857434807
23254,Fruit and Nut Medley,1611.3039721763323,240915.36254049354,120557.36254049356
23264,Kid's Fruit Snacks,372.5000229881284,658519.2,136699.19999999998
23272,Coconut Granola,861.9695897387902,974404.3544061945,127597.35440619448
23286,Maple Bacon Popcorn,342.1712317429108,336539.3199180065,78923.31991800648
23292,Energy Protein Bars,177.73334053127368,42129.3104342587,32220.3104342587
23296,Radish Chips,493.73185667784486,271954.2147077777,55807.2147077777
23326,Tortilla Chips,581.1337897160329,2566951.5521712936,161101.5521712935
23338,Dark Chocolate Almond Butter Cups,613.1904564325482,1000265.7911172562,48716.29111725615
23357,Rainbow Veggie Chips,274.4368982821005,764222.6518472503,151126.6518472503
23359,Dark Chocolate Covered Pretzels,110.87069024056119,145601.2417370348,128881.2417370348
23375,Cinnamon Roll Protein Bar,201.26200918398698,215322.98138208713,116171.98138208713
23406,Sea Salt Caramel Popcorn,106.67504795613415,109868.8,91132.8
23418,Almond Crunch Granola Bars,628.0080224125776,1696374.0771124428,140445.07711244278
23439,Pecan Nuts,363.21215661413413,147715.2147077777,55807.2147077777
23457,Honey Sesame Cashews,1683.6297054355387,229659.56788994643,101889.56788994643
23458,Almond Joy Munch Bars,767.796485219023,1896105.8571486962,170493.85714869614
23466,Spicy Roasted Nuts,744.6689543206556,3039317.9083466255,176477.90834662566
24017,Floral Summer Dress,422.738593205285,578157.6803392092,106862.68033920915
24251,Elegant Lace Dress,514.020850252632,738361.8571486962,170493.85714869614
24399,Pleated Midi Dress,349.8341199507067,844233.6087742965,144093.60877429644
25018,Sriracha Honey Glaze,1308.3326862144756,2026340.1617959756,49608.661795975706
25027,Pasta Sauce Mix,693.2624949783849,786228.8,91132.8
25277,Roasted Red Pepper Sauce,362.74777038498564,741738.6518472503,151126.6518472503
26020,Kids' Trampoline,136.69946441258443,38726.3104342587,32220.3104342587
26026,Kids' Building Blocks,605.9096469302942,1192524.2999999998,407058.29999999993
26029,Kids' Outdoor Explorer Kit,504.78909172810023,521542.37178051117,109198.62178051117
26053,Children's Gardening Set,536.161328406838,1606529.2417370349,128881.2417370348
26064,Puzzle Mat,675.0972639760437,1364336.519019775,285718.76901977515
26131,Kids' Craft Supplies Set,572.4210577067855,465579.9313027761,96660.9313027761
26187,Kids' Science Experiment Kit,1015.4268071261976,1595710.0113032938,188189.26130329375
26267,Board Game Storage,1457.851802661494,462230.4294155554,111614.4294155554
26328,Children's Musical Instrument Set,708.3187698779295,351166.80438714824,72046.80438714822
26448,Wooden Puzzle Game,498.45656079924544,195970.4,45566.4
27021,Multifunctional Baby Bottle Warmer,577.7370161923812,726015.686627579,160385.68662757904
28022,Organic Baby Spinach,479.5966167005104,2096922.644123333,167421.64412333313
28079,Vegetable Stir-Fry Kit,1152.261420351064,895131.9313027761,96660.9313027761
28097,Honey Glazed Carrots,591.9544615086937,1090556.5499999998,280907.54999999993
28116,Fresh Cilantro,859.2532837603177,1440702.6625957137,248131.41259571383
28255,Cabbage,691.7719685938415,1146219.6803392093,106862.68033920915
28306,Brussels Sprouts,73.66830837874365,177514.07711244278,140445.07711244278
28331,Carrot and Celery Sticks,417.1962486549554,880142.4294155554,111614.4294155554
28451,Fresh Basil,632.5557832941284,2495477.9083466255,176477.90834662566
28472,Organic Green Apples,402.0513792756246,1582967.9083466257,176477.90834662566
29024,Portable Air Conditioner,582.4178682019915,887259.5678899464,101889.56788994643
29110,Robot Vacuum Cleaner,561.7318610936683,375947.74321063946,132847.74321063946
29279,Stick Vacuums Cleaner,349.60359345556816,622609.011479966,147652.01147996596
30025,Maple Almond Butter,404.2012348243454,868036.011479966,147652.01147996596
31030,Oven-Baked Chicken Tenders,1059.6838730674497,2062721.3329103456,131836.3329103457
31094,Pineapple Teriyaki Chicken Mix,335.85366269790666,1319765.6818255186,173511.68182551858
31152,Maple Bacon Jerky,209.37070088278844,109331.31991800648,78923.31991800648
31182,Beef Tacos,381.93223582734333,99049.21470777769,55807.2147077777
31310,Honey Garlic Chicken,3211.984409360065,587961.9313027761,96660.9313027761
31358,Whole Chicken,374.32918663558837,1138201.8571486962,170493.85714869614
31424,Pork Tenderloin,758.8583991421693,411860.6208685174,64440.6208685174
32031,Ski Goggles,394.1532865650775,1529076.5521712934,161101.5521712935
32446,Basketball,286.6326224966417,893059.6818255186,173511.68182551858
33032,Diced Tomatoes (canned),1112.130463754045,896360.2103693294,38246.2103693294
33058,Peach Slices (canned),424.22002184062876,560117.5337936373,28703.783793637293
33170,Pineapple Rings,792.2442308522677,1233873.2417370349,128881.2417370348
33179,Garden Vegetable Soup,439.2806236520516,459683.9813820871,116171.98138208713
33190,Organic Black Beans,2830.809045746437,1511393.6087742965,144093.60877429644
33210,Coconut Milk,417.06420404777674,433307.9285743481,85246.92857434807
33287,Canned Coconut Milk,514.7627212719977,936691.6803392092,106862.68033920915
33355,Organic Tomato Soup,726.5366468968174,1396519.162389381,153014.662389381
33384,Tomato Paste,782.7307736190846,598292.8,91132.8
33434,Vegetable Lentil Soup,606.1805161841645,1306987.0933316748,70015.84333167475
33441,Canned Black Beans,443.2118103011413,932029.2,136699.19999999998
34033,Heavy Duty Gardening Tool Set,288.05106797565116,155444.6208685174,64440.6208685174
34080,Garden Tool Belt,351.46091994108014,349433.3199180065,78923.31991800648
34082,Gardening Kneeler and Seat,1887.6234189969412,1342276.5521712934,161101.5521712935
34253,Plant Pot Drip Trays,393.02042119815843,654145.6803392092,106862.68033920915
34269,Gardening Gloves,577.6457927636259,796018.6463657364,107560.64636573638
34316,Garden Hoses with Expandable Features,429.70720125592936,940670.4294155554,111614.4294155554
34319,Mini Indoor Hydroponic Garden,502.2078958048119,373121.3199180065,78923.31991800648
34342,Garden Hose Reel,452.9441356998054,140720.4,45566.4
34398,Herb Garden Planter Box,421.6047453943667,264534.0771124428,140445.07711244278
34405,Multi-Purpose Plant Care Tool,153.70811833001952,318046.011479966,147652.01147996596
34433,Plant Watering Spikes,907.4218399941667,438991.9285743481,85246.92857434807
34453,Garden Tool Set with Carrying Bag,374.738505544072,391412.9285743481,85246.92857434807
35035,Chunky Knit Sweater,671.7514944000233,2419397.857148696,170493.85714869614
35038,Plaid Flannel Shirt,457.05060652439016,882670.6803392092,106862.68033920915
35120,High-Low Hem Tee,468.97267968065466,514647.9285743481,85246.92857434807
35263,Vintage Graphic Tee,518.2705230269992,1947250.0771124428,140445.07711244278
36036,Guitar Tuner,888.4664265046982,2367840.9722215296,225792.97222152972
36127,Karaoke Microphone,290.1893356701167,787462.639836013,157846.63983601297
36416,Acoustic Guitar,520.4969055296983,538621.8043871482,72046.80438714822
37037,Wireless Earbud Silicone Covers,345.67299634696985,487516.011479966,147652.01147996596
37042,Laptop Backpack,712.4798882075894,94820.3104342587,32220.3104342587
37049,Backpack,496.9383420153048,552802.0771124428,140445.07711244278
37091,Sunglasses,551.6208653494057,521458.12002166634,44192.37002166634
37112,Compact Umbrella,675.4247665050325,832651.5139946863,145139.2917724642
37185,Handcrafted Wooden Jewelry Box,549.8203366811158,1287784.0114799659,147652.01147996596
37245,Sunglasses Case,420.1140284901641,80406.3104342587,32220.3104342587
37258,Laptop Sleeve,940.0875942706512,975299.7432106395,132847.74321063946
37297,Portable Phone Charger,1923.8662625760285,2245013.857148696,170493.85714869614
37351,Children's Backpack,1462.8156648195404,234636.4,45566.4
37404,Heavy-Duty Utility Tote,548.6470803567846,448427.3199180065,78923.31991800648
37456,Ultra-Thin Laptop Sleeve,593.7834330665822,1295953.0114799659,147652.01147996596
37462,Magnetic Phone Case,516.5696230825805,1242502.6518472503,151126.6518472503
38039,Ricotta Cheese,1454.8781720280758,720231.7432106395,132847.74321063946
38040,Feta Cheese Crumbles,1122.4465362349777,1273152.9628621088,184301.2128621089
38207,Vanilla Bean Greek Yogurt,305.0781474330525,695477.9083466256,176477.90834662566
38220,Garlic & Herb Goat Cheese,785.889577570849,356732.1,125868.59999999998
38302,Shredded Cheese,1582.1659354992146,1921747.5243799353,295699.5243799354
38330,Pineapple Coconut Yogurt,307.0263902019096,345408.6518472503,151126.6518472503
38468,Free-Range Eggs,464.1775432709968,478412.8,91132.8
39044,Spicy Thai Coconut Soup,371.2794584440187,830101.5521712935,161101.5521712935
39085,Miso Soup Starter,414.92204921897184,569098.1537203126,148188.15372031264
39270,Butternut Squash Soup,904.0982181622285,824229.9813820871,116171.98138208713
40045,Fettuccine Alfredo Dinner Kit,607.2861497724991,1034990.4294155554,111614.4294155554
41046,Sesame Noodles,324.91358591447295,443880.9313027761,96660.9313027761
42047,Chipotle Seasoning Blend,2835.1052297356523,989199.9813820871,116171.98138208713
43048,Curried Lentil Salad,612.9151855114554,243631.80438714824,72046.80438714822
43126,Black Bean & Corn Salad,631.6371171927084,1107340.6818255186,173511.68182551858
43205,Pear and Gorgonzola Salad,468.79339724038084,1413566.1804715395,154523.18047153958
43262,Quinoa and Kale Salad Kit,724.9512530202564,916669.5678899464,101889.56788994643
43364,Mediterranean Chickpea Salad,313.22050146537384,455023.99163830234,164291.9916383023
44054,Outdoor Camping Lantern,846.7535950384482,1375225.2,136699.19999999998
44092,Electric Air Pump,526.5021365813471,1928847.644123333,167421.64412333313
44102,Compact Portable Grill,641.3439560524154,853416.9313027761,96660.9313027761
44103,Portable Solar Camp Shower,1193.6092173879183,467159.9285743481,85246.92857434807
44117,Inflatable Paddle Board,493.06125338813916,859390.240939723,239667.99093972295
44119,Solar Garden Lights,430.9070599432587,574756.1804715396,154523.18047153958
44121,Tailgating Set,1270.75660282537,236220.4,45566.4
44128,Foldable Picnic Table,538.0927477208426,652876.9285743481,85246.92857434807
44139,Picnic Blanket,278.3098277613102,570172.7432106395,132847.74321063946
44144,Portable Folding Picnic Table,454.2875756343982,371311.80438714824,72046.80438714822
44156,Folding Backpack Chair,764.3958890972774,534216.6441233332,167421.64412333313
44176,Pocket Blanket,1952.572333160396,842817.2417370348,128881.2417370348
44186,Outdoor Inflatable Pool,623.7397292421394,2631725.6818255186,173511.68182551858
44202,Solar String Lights,987.5509987016928,1243344.644123333,167421.64412333313
44216,Lightweight Backpacking Tent,660.6308649681642,1055603.3625404935,120557.36254049356
44232,Collapsible Camping Cup,1027.5162007660533,893936.4210800872,210914.19885786495
44282,Collapsible Folding Chair,1036.3294649937573,1786164.8291305886,280858.5791305886
44298,Kettle BBQ Grill,519.0546197689897,585837.9313027761,96660.9313027761
44360,Portable Camping Shower,559.8534769984701,1199753.6087742965,144093.60877429644
44386,Portable Leaf Blower,1075.9238552385843,348421.12256116624,32973.622561166216
44389,Rolling Cooler,100.38340579456498,104825.92857434807,85246.92857434807
44415,Stainless Steel BBQ Grill Set,386.9952298453604,159509.92857434807,85246.92857434807
44417,Travel Beach Blanket,486.90885072769385,870349.5678899464,101889.56788994643
44427,Hydration Backpack,314.9931423260959,195066.80438714824,72046.80438714822
44444,Inflatable Party Cooler,643.1063777049526,622980.9313027761,96660.9313027761
44473,Outdoor Mosquito Repellent Lantern,392.3217064124492,741093.725721517,124788.72572151701
44474,Insulated Cooler,2176.682221331923,106657.21470777769,55807.2147077777
45055,Portable Air Purifier,202.50759423854865,79009.21470777769,55807.2147077777
45104,Bamboo Toothbrush,340.53189319550063,418118.6518472503,151126.6518472503
45106,Weighted Blanket for Adults,614.6600607939633,2955191.6818255186,173511.68182551858
45140,Plant-Based Protein Bars,746.997523168643,1620013.5046907167,219010.50469071683
45201,Smartphone UV Sanitizer,775.9539764430053,1160022.644123333,167421.64412333313
45257,Electric Heating Pad,3031.572545522444,1145265.7432106393,132847.74321063946
45275,Essential Oil Diffuser,547.0807517041465,298076.6208685174,64440.6208685174
45309,Wrist Support Brace,1111.7342200477497,1619846.6518472503,151126.6518472503
45321,Foot Spa Bath Massager,7448.9956525617645,1353226.7432106393,132847.74321063946
45322,Portable Massage Table,520.1471164783455,1550178.725721517,124788.72572151701
45354,Portable Massage Gun,1026.5235715084143,972170.4294155554,111614.4294155554
45395,Safety First Aid Kit,1665.6084012511421,340048.6208685174,64440.6208685174
45408,Foot Massager,452.27029501207494,337236.6208685174,64440.6208685174
46056,Yoga Wheel,706.5191081477034,463068.8,91132.8
46093,Fitness Mat,373.17477514500285,916901.5521712935,161101.5521712935
46161,Yoga Blocks,770.9173666225913,1529564.6162749003,386344.1162749004
46243,Fitbit Activity Tracker,732.069287115333,1822561.2,136699.19999999998
46259,Fitness Resistance Bands Kit,1080.3643174289177,1914006.570437808,115059.82043780803
46290,Fitness Resistance Bands,494.40030604104686,227238.4,45566.4
46301,Protein Powder,192.29699784022026,248190.6518472503,151126.6518472503
46314,Yoga Strap,579.6690151415551,1773553.6087742965,144093.60877429644
46390,High-Quality Yoga Block,834.8100279230788,1076433.725721517,124788.72572151701
46449,Smart Thermos,1267.01201907887,1381245.6818255186,173511.68182551858
46463,Non-Slip Yoga Socks,843.5349515790177,950505.3625404936,120557.36254049356
47057,Gingerbread House Kit,664.2479551342709,1757259.9916383023,164291.9916383023
47149,Artisan Cornbread Mix,594.0080278931358,904097.5625730203,196870.5625730203
47200,Chocolate Chip Cookie Mix,268.81874127326404,858977.9083466256,176477.90834662566
47231,Cacao Nibs,410.3458916101598,676273.2417370348,128881.2417370348
47271,Almond Flour Brownies,383.56985616872737,495500.8,91132.8
47283,Pumpkin Pie Spice,926.0564218292768,919045.8571486962,170493.85714869614
47333,Chocolate Mint Cookies,346.42732151456863,1130387.9083466257,176477.90834662566
48062,Pistachios,993.5844846542979,1992844.1804715395,154523.18047153958
48199,Walnut Halves,408.472010118485,843122.0771124428,140445.07711244278
48450,Organic Almonds,893.1910350400932,2208007.1920054215,209557.74756097666
49063,Bluetooth Shower Speaker,1595.1221888137925,965619.9313027761,96660.9313027761
49305,Noise-Canceling Earbuds,459.36062559783085,849839.9813820871,116171.98138208713
49311,Wireless Music Receiver,413.5613704671078,72987.3104342587,32220.3104342587
49376,Portable Speakers,470.26739412523557,1776992.6518472503,151126.6518472503
